Date	Pt	Rt
2016-03-24 09:30:00-04:00	15.89	.
2016-03-24 10:00:00-04:00	15.5	-0.024543738
2016-03-24 11:00:00-04:00	15.7	0.012903226
2016-03-24 12:00:00-04:00	15.83	0.008280255
2016-03-24 13:00:00-04:00	15.61	-0.013897663
2016-03-24 14:00:00-04:00	15.39	-0.01409353
2016-03-24 15:00:00-04:00	14.91	-0.031189084
2016-03-24 16:00:00-04:00	14.74	-0.011401744
2016-03-28 09:30:00-04:00	15.92	0.080054274
2016-03-28 10:00:00-04:00	15.68	-0.015075377
2016-03-28 11:00:00-04:00	15.34	-0.021683673
2016-03-28 12:00:00-04:00	15.04	-0.019556714
2016-03-28 13:00:00-04:00	15.03	-0.000664894
2016-03-28 14:00:00-04:00	15.32	0.019294744
2016-03-28 15:00:00-04:00	15.26	-0.003916449
2016-03-28 16:00:00-04:00	15.24	-0.001310616
2016-03-29 09:30:00-04:00	15.54	0.019685039
2016-03-29 10:00:00-04:00	15.44	-0.006435006
2016-03-29 11:00:00-04:00	15.21	-0.014896373
2016-03-29 12:00:00-04:00	14.69	-0.034188034
2016-03-29 13:00:00-04:00	14.57	-0.008168822
2016-03-29 14:00:00-04:00	14.28	-0.019903912
2016-03-29 15:00:00-04:00	13.9	-0.026610644
2016-03-29 16:00:00-04:00	13.82	-0.005755396
2016-03-30 09:30:00-04:00	13.45	-0.026772793
2016-03-30 10:00:00-04:00	13.26	-0.014126394
2016-03-30 11:00:00-04:00	13.52	0.019607843
2016-03-30 12:00:00-04:00	13.61	0.006656805
2016-03-30 13:00:00-04:00	13.54	-0.005143277
2016-03-30 14:00:00-04:00	13.49	-0.003692762
2016-03-30 15:00:00-04:00	13.51	0.00148258
2016-03-30 16:00:00-04:00	13.56	0.003700962
2016-03-31 09:30:00-04:00	13.78	0.016224189
2016-03-31 10:00:00-04:00	13.77	-0.000725689
2016-03-31 11:00:00-04:00	13.56	-0.015250545
2016-03-31 12:00:00-04:00	13.59	0.002212389
2016-03-31 13:00:00-04:00	13.91	0.023546726
2016-03-31 14:00:00-04:00	14.15	0.017253774
2016-03-31 15:00:00-04:00	14.03	-0.008480565
2016-03-31 16:00:00-04:00	13.95	-0.005702067
2016-04-01 09:30:00-04:00	14.72	0.055197133
2016-04-01 10:00:00-04:00	13.93	-0.053668478
2016-04-01 11:00:00-04:00	13.87	-0.004307251
2016-04-01 12:00:00-04:00	13.83	-0.002883922
2016-04-01 13:00:00-04:00	13.56	-0.019522777
2016-04-01 14:00:00-04:00	13.54	-0.001474926
2016-04-01 15:00:00-04:00	13.1	-0.032496307
2016-04-01 16:00:00-04:00	13.1	0
2016-04-04 09:30:00-04:00	13.67	0.04351145
2016-04-04 10:00:00-04:00	14.14	0.034381858
2016-04-04 11:00:00-04:00	13.99	-0.010608204
2016-04-04 12:00:00-04:00	13.69	-0.021443888
2016-04-04 13:00:00-04:00	14.06	0.027027027
2016-04-04 14:00:00-04:00	14.07	0.000711238
2016-04-04 15:00:00-04:00	14.1	0.002132196
2016-04-04 16:00:00-04:00	14.12	0.00141844
2016-04-05 09:30:00-04:00	15.4	0.090651558
2016-04-05 10:00:00-04:00	15.46	0.003896104
2016-04-05 11:00:00-04:00	15.38	-0.005174644
2016-04-05 12:00:00-04:00	15.57	0.012353706
2016-04-05 13:00:00-04:00	15.28	-0.018625562
2016-04-05 14:00:00-04:00	15.02	-0.017015707
2016-04-05 15:00:00-04:00	15.53	0.033954727
2016-04-05 16:00:00-04:00	15.42	-0.007083065
2016-04-06 09:30:00-04:00	15.79	0.023994812
2016-04-06 10:00:00-04:00	15.03	-0.048131729
2016-04-06 11:00:00-04:00	14.7	-0.021956088
2016-04-06 12:00:00-04:00	14.62	-0.005442177
2016-04-06 13:00:00-04:00	14.49	-0.008891929
2016-04-06 14:00:00-04:00	14.38	-0.007591442
2016-04-06 15:00:00-04:00	14.04	-0.02364395
2016-04-06 16:00:00-04:00	14.09	0.003561254
2016-04-07 09:30:00-04:00	14.85	0.053938964
2016-04-07 10:00:00-04:00	15.39	0.036363636
2016-04-07 11:00:00-04:00	15.49	0.006497726
2016-04-07 12:00:00-04:00	15.66	0.010974822
2016-04-07 13:00:00-04:00	16.09	0.027458493
2016-04-07 14:00:00-04:00	16.71	0.03853325
2016-04-07 15:00:00-04:00	16.27	-0.026331538
2016-04-07 16:00:00-04:00	16.16	-0.00676091
2016-04-08 09:30:00-04:00	14.92	-0.076732673
2016-04-08 10:00:00-04:00	15.1	0.012064343
2016-04-08 11:00:00-04:00	15.42	0.021192053
2016-04-08 12:00:00-04:00	15.42	0
2016-04-08 13:00:00-04:00	15.36	-0.003891051
2016-04-08 14:00:00-04:00	15.5	0.009114583
2016-04-08 15:00:00-04:00	15.45	-0.003225806
2016-04-08 16:00:00-04:00	15.36	-0.005825243
2016-04-11 09:30:00-04:00	15.15	-0.013671875
2016-04-11 10:00:00-04:00	15.59	0.029042904
2016-04-11 11:00:00-04:00	15.46	-0.008338679
2016-04-11 12:00:00-04:00	15.13	-0.021345408
2016-04-11 13:00:00-04:00	15.41	0.018506279
2016-04-11 14:00:00-04:00	15.25	-0.010382868
2016-04-11 15:00:00-04:00	16.02	0.050491803
2016-04-11 16:00:00-04:00	16.26	0.014981273
2016-04-12 09:30:00-04:00	16.05	-0.012915129
2016-04-12 10:00:00-04:00	15.83	-0.013707165
2016-04-12 11:00:00-04:00	15.5	-0.020846494
2016-04-12 12:00:00-04:00	15.22	-0.018064516
2016-04-12 13:00:00-04:00	15.22	0
2016-04-12 14:00:00-04:00	15	-0.014454665
2016-04-12 15:00:00-04:00	14.96	-0.002666667
2016-04-12 16:00:00-04:00	14.85	-0.007352941
2016-04-13 09:30:00-04:00	14.38	-0.031649832
2016-04-13 10:00:00-04:00	14.13	-0.017385257
2016-04-13 11:00:00-04:00	13.87	-0.018400566
2016-04-13 12:00:00-04:00	13.96	0.006488825
2016-04-13 13:00:00-04:00	13.82	-0.010028653
2016-04-13 14:00:00-04:00	13.96	0.010130246
2016-04-13 15:00:00-04:00	13.82	-0.010028653
2016-04-13 16:00:00-04:00	13.84	0.001447178
2016-04-14 09:30:00-04:00	14.06	0.015895954
2016-04-14 10:00:00-04:00	13.62	-0.031294452
2016-04-14 11:00:00-04:00	13.47	-0.011013216
2016-04-14 12:00:00-04:00	13.56	0.006681514
2016-04-14 13:00:00-04:00	13.89	0.024336283
2016-04-14 14:00:00-04:00	13.76	-0.009359251
2016-04-14 15:00:00-04:00	13.63	-0.009447674
2016-04-14 16:00:00-04:00	13.72	0.006603081
2016-04-15 03:00:00-04:00	13.81	0.006559767
2016-04-15 04:00:00-04:00	13.85	0.002896452
2016-04-15 05:00:00-04:00	13.93	0.005776173
2016-04-15 06:00:00-04:00	13.99	0.004307251
2016-04-15 07:00:00-04:00	14.07	0.00571837
2016-04-15 08:00:00-04:00	13.89	-0.012793177
2016-04-15 09:00:00-04:00	13.7	-0.013678906
2016-04-15 09:30:00-04:00	13.79	0.006569343
2016-04-15 10:00:00-04:00	13.8	0.000725163
2016-04-15 11:00:00-04:00	13.6	-0.014492754
2016-04-15 12:00:00-04:00	13.97	0.027205882
2016-04-15 13:00:00-04:00	14.06	0.006442377
2016-04-15 14:00:00-04:00	13.86	-0.014224751
2016-04-15 15:00:00-04:00	13.7	-0.011544012
2016-04-15 16:00:00-04:00	13.62	-0.005839416
2016-04-18 03:00:00-04:00	14.74	0.082232012
2016-04-18 04:00:00-04:00	14.41	-0.02238806
2016-04-18 05:00:00-04:00	14.41	0
2016-04-18 06:00:00-04:00	14.43	0.001387925
2016-04-18 07:00:00-04:00	14.41	-0.001386001
2016-04-18 08:00:00-04:00	14.44	0.002081888
2016-04-18 09:00:00-04:00	14.48	0.002770083
2016-04-18 09:30:00-04:00	14.03	-0.031077348
2016-04-18 10:00:00-04:00	13.62	-0.029223093
2016-04-18 11:00:00-04:00	13.63	0.000734214
2016-04-18 12:00:00-04:00	13.41	-0.016140866
2016-04-18 13:00:00-04:00	13.38	-0.002237136
2016-04-18 14:00:00-04:00	13.35	-0.002242152
2016-04-18 15:00:00-04:00	13.33	-0.001498127
2016-04-18 16:00:00-04:00	13.35	0.001500375
2016-04-19 03:00:00-04:00	13.17	-0.013483146
2016-04-19 04:00:00-04:00	13.01	-0.012148823
2016-04-19 05:00:00-04:00	13.04	0.002305919
2016-04-19 06:00:00-04:00	13.11	0.005368098
2016-04-19 07:00:00-04:00	13.01	-0.007627765
2016-04-19 08:00:00-04:00	13.11	0.007686395
2016-04-19 09:00:00-04:00	13.1	-0.000762777
2016-04-19 09:30:00-04:00	13.15	0.003816794
2016-04-19 10:00:00-04:00	13.28	0.009885932
2016-04-19 11:00:00-04:00	13.68	0.030120482
2016-04-19 12:00:00-04:00	13.67	-0.000730994
2016-04-19 13:00:00-04:00	13.4	-0.01975128
2016-04-19 14:00:00-04:00	13.42	0.001492537
2016-04-19 15:00:00-04:00	13.29	-0.009687034
2016-04-19 16:00:00-04:00	13.24	-0.003762227
2016-04-20 03:00:00-04:00	13.4	0.012084592
2016-04-20 04:00:00-04:00	13.5	0.007462687
2016-04-20 05:00:00-04:00	13.3	-0.014814815
2016-04-20 06:00:00-04:00	13.21	-0.006766917
2016-04-20 07:00:00-04:00	13.02	-0.014383043
2016-04-20 08:00:00-04:00	12.66	-0.02764977
2016-04-20 09:00:00-04:00	12.61	-0.003949447
2016-04-20 09:30:00-04:00	12.53	-0.006344171
2016-04-20 10:00:00-04:00	13.03	0.03990423
2016-04-20 11:00:00-04:00	12.72	-0.023791251
2016-04-20 12:00:00-04:00	12.7	-0.001572327
2016-04-20 13:00:00-04:00	12.72	0.001574803
2016-04-20 14:00:00-04:00	12.88	0.012578616
2016-04-20 15:00:00-04:00	13.32	0.034161491
2016-04-20 16:00:00-04:00	13.28	-0.003003003
2016-04-21 03:00:00-04:00	13.21	-0.005271084
2016-04-21 04:00:00-04:00	13.21	0
2016-04-21 05:00:00-04:00	13.47	0.019682059
2016-04-21 06:00:00-04:00	13.62	0.011135857
2016-04-21 07:00:00-04:00	13.69	0.005139501
2016-04-21 08:00:00-04:00	13.35	-0.024835646
2016-04-21 09:00:00-04:00	13.43	0.005992509
2016-04-21 09:30:00-04:00	13.62	0.014147431
2016-04-21 10:00:00-04:00	13.61	-0.000734214
2016-04-21 11:00:00-04:00	13.81	0.014695077
2016-04-21 12:00:00-04:00	13.84	0.002172339
2016-04-21 13:00:00-04:00	13.92	0.005780347
2016-04-21 14:00:00-04:00	13.96	0.002873563
2016-04-21 15:00:00-04:00	13.81	-0.010744986
2016-04-21 16:00:00-04:00	13.95	0.010137581
2016-04-22 03:00:00-04:00	13.72	-0.016487455
2016-04-22 04:00:00-04:00	13.84	0.008746356
2016-04-22 05:00:00-04:00	13.98	0.010115607
2016-04-22 06:00:00-04:00	13.65	-0.02360515
2016-04-22 07:00:00-04:00	13.81	0.011721612
2016-04-22 08:00:00-04:00	13.83	0.001448226
2016-04-22 09:00:00-04:00	13.86	0.002169197
2016-04-22 09:30:00-04:00	13.59	-0.019480519
2016-04-22 10:00:00-04:00	14.15	0.04120677
2016-04-22 11:00:00-04:00	13.83	-0.022614841
2016-04-22 12:00:00-04:00	14	0.012292119
2016-04-22 13:00:00-04:00	13.63	-0.026428571
2016-04-22 14:00:00-04:00	13.45	-0.013206163
2016-04-22 15:00:00-04:00	13.25	-0.014869888
2016-04-22 16:00:00-04:00	13.22	-0.002264151
2016-04-25 03:00:00-04:00	14.39	0.088502269
2016-04-25 04:00:00-04:00	14.37	-0.001389854
2016-04-25 05:00:00-04:00	14.02	-0.024356298
2016-04-25 06:00:00-04:00	14.07	0.003566334
2016-04-25 07:00:00-04:00	14.18	0.007818053
2016-04-25 08:00:00-04:00	14.31	0.009167842
2016-04-25 09:00:00-04:00	14.45	0.009783368
2016-04-25 09:30:00-04:00	14.41	-0.002768166
2016-04-25 10:00:00-04:00	14.62	0.014573213
2016-04-25 11:00:00-04:00	14.62	0
2016-04-25 12:00:00-04:00	14.23	-0.026675787
2016-04-25 13:00:00-04:00	14.3	0.004919185
2016-04-25 14:00:00-04:00	14.24	-0.004195804
2016-04-25 15:00:00-04:00	14.17	-0.00491573
2016-04-25 16:00:00-04:00	14.08	-0.006351447
2016-04-26 03:00:00-04:00	13.75	-0.0234375
2016-04-26 04:00:00-04:00	13.89	0.010181818
2016-04-26 05:00:00-04:00	13.96	0.005039597
2016-04-26 06:00:00-04:00	14.01	0.003581662
2016-04-26 07:00:00-04:00	13.88	-0.009279086
2016-04-26 08:00:00-04:00	13.68	-0.014409222
2016-04-26 09:00:00-04:00	13.92	0.01754386
2016-04-26 09:30:00-04:00	13.69	-0.016522989
2016-04-26 10:00:00-04:00	14.2	0.03725347
2016-04-26 11:00:00-04:00	14.01	-0.013380282
2016-04-26 12:00:00-04:00	14.09	0.005710207
2016-04-26 13:00:00-04:00	14.15	0.004258339
2016-04-26 14:00:00-04:00	14.21	0.004240283
2016-04-26 15:00:00-04:00	14.05	-0.011259676
2016-04-26 16:00:00-04:00	13.96	-0.006405694
2016-04-27 03:00:00-04:00	14.14	0.012893983
2016-04-27 04:00:00-04:00	14.24	0.007072136
2016-04-27 05:00:00-04:00	14.58	0.023876404
2016-04-27 06:00:00-04:00	14.6	0.001371742
2016-04-27 07:00:00-04:00	14.54	-0.004109589
2016-04-27 08:00:00-04:00	14.54	0
2016-04-27 09:00:00-04:00	14.54	0
2016-04-27 09:30:00-04:00	14.53	-0.000687758
2016-04-27 10:00:00-04:00	14.9	0.025464556
2016-04-27 11:00:00-04:00	14.45	-0.030201342
2016-04-27 12:00:00-04:00	14.59	0.009688581
2016-04-27 13:00:00-04:00	14.27	-0.021932831
2016-04-27 14:00:00-04:00	13.99	-0.019621584
2016-04-27 15:00:00-04:00	13.85	-0.010007148
2016-04-27 16:00:00-04:00	13.77	-0.005776173
2016-04-28 03:00:00-04:00	14.65	0.063907044
2016-04-28 04:00:00-04:00	14.95	0.020477816
2016-04-28 05:00:00-04:00	14.87	-0.005351171
2016-04-28 06:00:00-04:00	14.87	0
2016-04-28 07:00:00-04:00	14.72	-0.010087424
2016-04-28 08:00:00-04:00	14.5	-0.014945652
2016-04-28 09:00:00-04:00	14.5	0
2016-04-28 09:30:00-04:00	13.89	-0.042068966
2016-04-28 10:00:00-04:00	13.65	-0.017278618
2016-04-28 11:00:00-04:00	13.41	-0.017582418
2016-04-28 12:00:00-04:00	13.34	-0.005219985
2016-04-28 13:00:00-04:00	13.64	0.022488756
2016-04-28 14:00:00-04:00	14.14	0.036656891
2016-04-28 15:00:00-04:00	15.38	0.087694484
2016-04-28 16:00:00-04:00	15.22	-0.010403121
2016-04-29 03:00:00-04:00	15.21	-0.00065703
2016-04-29 04:00:00-04:00	15.27	0.003944773
2016-04-29 05:00:00-04:00	15.16	-0.007203667
2016-04-29 06:00:00-04:00	15.35	0.012532982
2016-04-29 07:00:00-04:00	15.33	-0.001302932
2016-04-29 08:00:00-04:00	15.83	0.032615786
2016-04-29 09:00:00-04:00	15.78	-0.00315856
2016-04-29 09:30:00-04:00	16.27	0.031051965
2016-04-29 10:00:00-04:00	16.25	-0.001229256
2016-04-29 11:00:00-04:00	16.51	0.016
2016-04-29 12:00:00-04:00	16.63	0.007268322
2016-04-29 13:00:00-04:00	16.82	0.011425135
2016-04-29 14:00:00-04:00	17.05	0.013674197
2016-04-29 15:00:00-04:00	15.91	-0.06686217
2016-04-29 16:00:00-04:00	15.7	-0.013199246
2016-05-02 03:00:00-04:00	16.31	0.038853503
2016-05-02 04:00:00-04:00	16.18	-0.00797057
2016-05-02 05:00:00-04:00	16.14	-0.002472188
2016-05-02 06:00:00-04:00	16.09	-0.003097893
2016-05-02 07:00:00-04:00	15.94	-0.009322561
2016-05-02 08:00:00-04:00	15.87	-0.004391468
2016-05-02 09:00:00-04:00	15.8	-0.004410838
2016-05-02 09:30:00-04:00	15.81	0.000632911
2016-05-02 10:00:00-04:00	15.56	-0.015812777
2016-05-02 11:00:00-04:00	15.47	-0.005784062
2016-05-02 12:00:00-04:00	15.26	-0.013574661
2016-05-02 13:00:00-04:00	15.02	-0.015727392
2016-05-02 14:00:00-04:00	14.92	-0.00665779
2016-05-02 15:00:00-04:00	14.63	-0.019436997
2016-05-02 16:00:00-04:00	14.68	0.003417635
2016-05-03 03:00:00-04:00	15.42	0.050408719
2016-05-03 04:00:00-04:00	15.6	0.011673152
2016-05-03 05:00:00-04:00	15.81	0.013461538
2016-05-03 06:00:00-04:00	15.93	0.007590133
2016-05-03 07:00:00-04:00	15.8	-0.008160703
2016-05-03 08:00:00-04:00	15.53	-0.017088608
2016-05-03 09:00:00-04:00	15.65	0.00772698
2016-05-03 09:30:00-04:00	16.01	0.023003195
2016-05-03 10:00:00-04:00	16.16	0.009369144
2016-05-03 11:00:00-04:00	15.94	-0.013613861
2016-05-03 12:00:00-04:00	15.64	-0.018820577
2016-05-03 13:00:00-04:00	15.35	-0.018542199
2016-05-03 14:00:00-04:00	15.53	0.011726384
2016-05-03 15:00:00-04:00	15.54	0.000643915
2016-05-03 16:00:00-04:00	15.6	0.003861004
2016-05-04 03:00:00-04:00	15.6	0
2016-05-04 04:00:00-04:00	16.08	0.030769231
2016-05-04 05:00:00-04:00	16.7	0.038557214
2016-05-04 06:00:00-04:00	16.78	0.004790419
2016-05-04 07:00:00-04:00	16.45	-0.019666269
2016-05-04 08:00:00-04:00	16.45	0
2016-05-04 09:00:00-04:00	16.45	0
2016-05-04 09:30:00-04:00	16.18	-0.016413374
2016-05-04 10:00:00-04:00	16.53	0.021631644
2016-05-04 11:00:00-04:00	16.52	-0.000604961
2016-05-04 12:00:00-04:00	16.59	0.004237288
2016-05-04 13:00:00-04:00	16.66	0.004219409
2016-05-04 14:00:00-04:00	16.38	-0.016806723
2016-05-04 15:00:00-04:00	16.22	-0.00976801
2016-05-04 16:00:00-04:00	16.05	-0.010480888
2016-05-05 03:00:00-04:00	15.58	-0.029283489
2016-05-05 04:00:00-04:00	15.29	-0.018613607
2016-05-05 05:00:00-04:00	15.57	0.018312623
2016-05-05 06:00:00-04:00	15.61	0.002569043
2016-05-05 07:00:00-04:00	15.62	0.000640615
2016-05-05 08:00:00-04:00	15.69	0.004481434
2016-05-05 09:00:00-04:00	15.81	0.007648184
2016-05-05 09:30:00-04:00	15.91	0.006325111
2016-05-05 10:00:00-04:00	15.84	-0.004399749
2016-05-05 11:00:00-04:00	15.63	-0.013257576
2016-05-05 12:00:00-04:00	15.81	0.011516315
2016-05-05 13:00:00-04:00	16.2	0.024667932
2016-05-05 14:00:00-04:00	16.16	-0.002469136
2016-05-05 15:00:00-04:00	15.92	-0.014851485
2016-05-05 16:00:00-04:00	15.91	-0.000628141
2016-05-06 03:00:00-04:00	16.02	0.006913891
2016-05-06 04:00:00-04:00	15.96	-0.003745318
2016-05-06 05:00:00-04:00	16.17	0.013157895
2016-05-06 06:00:00-04:00	16.24	0.004329004
2016-05-06 07:00:00-04:00	16.22	-0.001231527
2016-05-06 08:00:00-04:00	16.4	0.011097411
2016-05-06 09:00:00-04:00	16.22	-0.01097561
2016-05-06 09:30:00-04:00	15.76	-0.028360049
2016-05-06 10:00:00-04:00	16.14	0.024111675
2016-05-06 11:00:00-04:00	15.84	-0.018587361
2016-05-06 12:00:00-04:00	15.71	-0.008207071
2016-05-06 13:00:00-04:00	15.19	-0.033099936
2016-05-06 14:00:00-04:00	15	-0.012508229
2016-05-06 15:00:00-04:00	14.92	-0.005333333
2016-05-06 16:00:00-04:00	14.72	-0.013404826
2016-05-09 03:00:00-04:00	15.24	0.035326087
2016-05-09 04:00:00-04:00	14.9	-0.022309711
2016-05-09 05:00:00-04:00	14.91	0.000671141
2016-05-09 06:00:00-04:00	14.91	0
2016-05-09 07:00:00-04:00	14.94	0.002012072
2016-05-09 08:00:00-04:00	15.02	0.005354752
2016-05-09 09:00:00-04:00	15.07	0.003328895
2016-05-09 09:30:00-04:00	14.97	-0.0066357
2016-05-09 10:00:00-04:00	14.99	0.001336005
2016-05-09 11:00:00-04:00	14.82	-0.011340894
2016-05-09 12:00:00-04:00	14.7	-0.008097166
2016-05-09 13:00:00-04:00	14.65	-0.003401361
2016-05-09 14:00:00-04:00	14.24	-0.027986348
2016-05-09 15:00:00-04:00	14.66	0.029494382
2016-05-09 16:00:00-04:00	14.57	-0.006139154
2016-05-10 03:00:00-04:00	13.95	-0.042553191
2016-05-10 04:00:00-04:00	13.89	-0.004301075
2016-05-10 05:00:00-04:00	13.94	0.003599712
2016-05-10 06:00:00-04:00	14.09	0.010760402
2016-05-10 07:00:00-04:00	14.17	0.005677786
2016-05-10 08:00:00-04:00	14.09	-0.00564573
2016-05-10 09:00:00-04:00	14.02	-0.004968062
2016-05-10 09:30:00-04:00	13.88	-0.009985735
2016-05-10 10:00:00-04:00	13.89	0.000720461
2016-05-10 11:00:00-04:00	13.74	-0.010799136
2016-05-10 12:00:00-04:00	13.78	0.002911208
2016-05-10 13:00:00-04:00	13.69	-0.006531205
2016-05-10 14:00:00-04:00	13.82	0.009495982
2016-05-10 15:00:00-04:00	13.6	-0.015918958
2016-05-10 16:00:00-04:00	13.63	0.002205882
2016-05-11 03:00:00-04:00	13.92	0.021276596
2016-05-11 04:00:00-04:00	13.88	-0.002873563
2016-05-11 05:00:00-04:00	13.79	-0.00648415
2016-05-11 06:00:00-04:00	13.81	0.001450326
2016-05-11 07:00:00-04:00	13.73	-0.005792904
2016-05-11 08:00:00-04:00	13.64	-0.006554989
2016-05-11 09:00:00-04:00	13.64	0
2016-05-11 09:30:00-04:00	13.83	0.013929619
2016-05-11 10:00:00-04:00	13.66	-0.012292119
2016-05-11 11:00:00-04:00	13.85	0.013909224
2016-05-11 12:00:00-04:00	13.88	0.002166065
2016-05-11 13:00:00-04:00	14.21	0.023775216
2016-05-11 14:00:00-04:00	14.55	0.023926812
2016-05-11 15:00:00-04:00	14.6	0.003436426
2016-05-11 16:00:00-04:00	14.69	0.006164384
2016-05-12 03:00:00-04:00	14.44	-0.01701838
2016-05-12 04:00:00-04:00	14.24	-0.013850416
2016-05-12 05:00:00-04:00	14.01	-0.016151685
2016-05-12 06:00:00-04:00	14.09	0.005710207
2016-05-12 07:00:00-04:00	13.97	-0.008516678
2016-05-12 08:00:00-04:00	14.11	0.010021475
2016-05-12 09:00:00-04:00	14.15	0.002834869
2016-05-12 09:30:00-04:00	14.6	0.03180212
2016-05-12 10:00:00-04:00	14.81	0.014383562
2016-05-12 11:00:00-04:00	15.31	0.033760972
2016-05-12 12:00:00-04:00	14.89	-0.02743305
2016-05-12 13:00:00-04:00	14.69	-0.013431833
2016-05-12 14:00:00-04:00	14.13	-0.038121171
2016-05-12 15:00:00-04:00	14.37	0.016985138
2016-05-12 16:00:00-04:00	14.41	0.002783577
2016-05-13 03:00:00-04:00	15.09	0.047189452
2016-05-13 04:00:00-04:00	15.17	0.005301524
2016-05-13 05:00:00-04:00	15.16	-0.000659196
2016-05-13 06:00:00-04:00	14.97	-0.012532982
2016-05-13 07:00:00-04:00	15.03	0.004008016
2016-05-13 08:00:00-04:00	14.72	-0.020625416
2016-05-13 09:00:00-04:00	14.74	0.001358696
2016-05-13 09:30:00-04:00	14.55	-0.012890095
2016-05-13 10:00:00-04:00	14.58	0.002061856
2016-05-13 11:00:00-04:00	14.23	-0.024005487
2016-05-13 12:00:00-04:00	14.46	0.016163036
2016-05-13 13:00:00-04:00	14.93	0.032503458
2016-05-13 14:00:00-04:00	15.28	0.023442733
2016-05-13 15:00:00-04:00	15.12	-0.010471204
2016-05-13 16:00:00-04:00	15.04	-0.005291005
2016-05-16 03:00:00-04:00	15.69	0.043218085
2016-05-16 04:00:00-04:00	15.74	0.003186743
2016-05-16 05:00:00-04:00	15.78	0.002541296
2016-05-16 06:00:00-04:00	15.88	0.006337136
2016-05-16 07:00:00-04:00	15.74	-0.008816121
2016-05-16 08:00:00-04:00	15.96	0.013977128
2016-05-16 09:00:00-04:00	15.89	-0.004385965
2016-05-16 09:30:00-04:00	15.28	-0.038388924
2016-05-16 10:00:00-04:00	15.04	-0.015706806
2016-05-16 11:00:00-04:00	14.71	-0.021941489
2016-05-16 12:00:00-04:00	14.67	-0.002719239
2016-05-16 13:00:00-04:00	14.61	-0.00408998
2016-05-16 14:00:00-04:00	14.35	-0.01779603
2016-05-16 15:00:00-04:00	14.63	0.019512195
2016-05-16 16:00:00-04:00	14.68	0.003417635
2016-05-17 03:00:00-04:00	14.53	-0.010217984
2016-05-17 04:00:00-04:00	14.61	0.00550585
2016-05-17 05:00:00-04:00	14.62	0.000684463
2016-05-17 06:00:00-04:00	14.76	0.009575923
2016-05-17 07:00:00-04:00	14.79	0.00203252
2016-05-17 08:00:00-04:00	15.05	0.017579446
2016-05-17 09:00:00-04:00	15	-0.003322259
2016-05-17 09:30:00-04:00	14.97	-0.002
2016-05-17 10:00:00-04:00	14.86	-0.007348029
2016-05-17 11:00:00-04:00	14.67	-0.012786003
2016-05-17 12:00:00-04:00	15.11	0.029993183
2016-05-17 13:00:00-04:00	15.38	0.017868961
2016-05-17 14:00:00-04:00	15.82	0.028608583
2016-05-17 15:00:00-04:00	15.68	-0.008849558
2016-05-17 16:00:00-04:00	15.57	-0.007015306
2016-05-18 03:00:00-04:00	15.66	0.005780347
2016-05-18 04:00:00-04:00	15.51	-0.009578544
2016-05-18 05:00:00-04:00	15.5	-0.000644745
2016-05-18 06:00:00-04:00	15.61	0.007096774
2016-05-18 07:00:00-04:00	15.65	0.00256246
2016-05-18 08:00:00-04:00	15.65	0
2016-05-18 09:00:00-04:00	15.65	0
2016-05-18 09:30:00-04:00	15.72	0.004472843
2016-05-18 10:00:00-04:00	15.54	-0.011450382
2016-05-18 11:00:00-04:00	15.4	-0.009009009
2016-05-18 12:00:00-04:00	15.1	-0.019480519
2016-05-18 13:00:00-04:00	15	-0.006622517
2016-05-18 14:00:00-04:00	15.94	0.062666667
2016-05-18 15:00:00-04:00	15.81	-0.008155583
2016-05-18 16:00:00-04:00	15.95	0.008855155
2016-05-19 03:00:00-04:00	16.41	0.028840125
2016-05-19 04:00:00-04:00	16.57	0.009750152
2016-05-19 05:00:00-04:00	16.65	0.004828002
2016-05-19 06:00:00-04:00	16.67	0.001201201
2016-05-19 07:00:00-04:00	16.49	-0.01079784
2016-05-19 08:00:00-04:00	16.64	0.009096422
2016-05-19 09:00:00-04:00	16.63	-0.000600962
2016-05-19 09:30:00-04:00	17.21	0.034876729
2016-05-19 10:00:00-04:00	17.18	-0.001743173
2016-05-19 11:00:00-04:00	17.36	0.010477299
2016-05-19 12:00:00-04:00	17.38	0.001152074
2016-05-19 13:00:00-04:00	17.01	-0.021288838
2016-05-19 14:00:00-04:00	16.98	-0.001763668
2016-05-19 15:00:00-04:00	16.45	-0.031213192
2016-05-19 16:00:00-04:00	16.33	-0.007294833
2016-05-20 03:00:00-04:00	16.12	-0.012859767
2016-05-20 04:00:00-04:00	16.04	-0.004962779
2016-05-20 05:00:00-04:00	16.11	0.00436409
2016-05-20 06:00:00-04:00	16.19	0.00496586
2016-05-20 07:00:00-04:00	16.2	0.000617665
2016-05-20 08:00:00-04:00	16.13	-0.004320988
2016-05-20 09:00:00-04:00	16.08	-0.003099814
2016-05-20 09:30:00-04:00	15.53	-0.03420398
2016-05-20 10:00:00-04:00	15.73	0.0128783
2016-05-20 11:00:00-04:00	15.49	-0.01525747
2016-05-20 12:00:00-04:00	15.49	0
2016-05-20 13:00:00-04:00	15.68	0.012265978
2016-05-20 14:00:00-04:00	15.53	-0.009566327
2016-05-20 15:00:00-04:00	15.22	-0.019961365
2016-05-20 16:00:00-04:00	15.2	-0.00131406
2016-05-23 03:00:00-04:00	16.22	0.067105263
